node,degree,pagerank,betweenness
4281,78,6.0750926432124875e-05,4.769945991724011e-05
6508,24,2.411748530134038e-05,1.979263466498304e-05
574,48,3.8799135145182296e-05,1.5318514277358432e-05
699,44,3.799796105598382e-05,1.1503159969157675e-05
724,192,0.00015771156532880698,0.0003882668142912024
730,150,0.0001265580202018188,0.00043866663799396993
845,118,9.154858659527675e-05,7.108967798695499e-05
967,108,0.0001107253369731845,0.0004887746827790402
969,146,0.00015095660365114887,0.00037311284116627334
970,30,3.029275227075292e-05,6.633556740393879e-06
972,64,6.121972072722173e-05,0.000333743586103111
977,92,8.516727725623679e-05,8.049534193594738e-05
978,22,2.228105647114622e-05,1.1770328459513558e-06
979,24,2.3658108345345133e-05,5.547082431502192e-07
982,86,7.841695345054798e-05,7.422201481557377e-05
984,260,0.00023956629333211584,0.0029597830693045037
985,70,6.604597018123431e-05,9.494667366704808e-05
989,74,7.2565521413029e-05,0.00011962634423519141
995,66,6.69361728776933e-05,0.0001655894799887975
1011,60,5.693933287725963e-05,0.0002786673618040781
1016,104,9.515129126773069e-05,8.244629487197557e-05
1018,64,5.62920747761373e-05,4.4320839670190395e-05
1056,208,0.00016945626126439536,0.00026009526281729555
1090,160,0.00012439314211966045,7.029793403745032e-05
1096,138,0.00010239721221961093,2.5262621553780117e-05
1823,70,5.754927134954232e-05,4.522734740531171e-05
1864,176,0.00013316403485711832,0.000214412873547922
2267,210,0.00015858392785019407,0.00022267998062365366
2268,138,0.0001081424021519591,0.00028790457711985707
2480,132,0.00010181485191549161,0.00030293003126699846
2608,118,9.323929502430356e-05,6.335742055219868e-05
2637,516,0.00044125870199054554,0.002465454825522287
2690,220,0.00016950777589609393,0.0003378046360130923
2730,74,6.481864569674235e-05,0.00016747186719924382
2742,56,4.49319337186606e-05,3.005755698622564e-05
2743,180,0.00013107071118687375,9.698039029341495e-05
2754,142,0.0001143028041848751,0.0007840827739319407
2755,34,3.0320425954346184e-05,5.656399225096972e-06
2760,118,0.00011748520262160242,0.0003423820430064567
2787,20,2.133031088760227e-05,9.87791854664986e-06
2788,4,7.423486420218587e-06,0.0
2789,14,1.564421657729083e-05,2.223276359813927e-08
2790,58,5.310342768500791e-05,0.00011144642835927461
2948,224,0.0001676791633391494,0.0008355180636837993
3016,318,0.0002613466531289264,0.0019912733525909083
3032,136,0.00011709784924940492,0.0006994307440934999
3035,172,0.00013775264197128496,0.0002791436148562716
3048,64,4.966331666731799e-05,1.0581422812625429e-05
3049,76,6.0243578751169926e-05,3.301076014927357e-05
3054,100,8.42036296525773e-05,8.04120859354765e-05
3127,140,0.00010745228786741988,0.0001516183243739092
3129,106,0.00010642215878622978,0.0002570718167071274
3161,810,0.0007183724466460302,0.007539854347203015
3217,32,2.9494134686157032e-05,3.167887226329626e-06
3218,30,2.8584236670376405e-05,1.3974588316687412e-05
3263,168,0.00012704557150592874,9.368085553363569e-05
3268,58,5.4344006093508734e-05,2.4915604121947042e-05
3295,136,0.00019471995261846565,0.0017251815176371466
3310,268,0.00019737552923770275,0.0002069843881564247
3356,82,8.38836437907078e-05,0.00018882698780990368
3358,76,6.985217855980008e-05,5.5369337389094586e-05
3412,42,5.413593171416347e-05,0.00022213894334357974
3565,144,0.0001097740086024733,0.0003854675268872438
3585,10,1.3458526262821023e-05,0.0
3601,46,4.5676136844442774e-05,6.685501335436945e-05
3657,6,9.381163340208916e-06,0.0
3680,254,0.00019532421647682795,0.00020804378751977299
3728,134,0.00010298307224171909,0.00015107050852553142
3742,292,0.0002486030042744951,0.0009045339710369898
3841,68,6.848157130553727e-05,8.284245530866885e-05
3859,50,4.0675566307669066e-05,2.9525111067487617e-05
3926,28,3.974996874844826e-05,0.0008772911399410838
3943,38,4.082421085523307e-05,3.658501897489175e-05
3968,148,0.00011754651324493771,0.00011366210857185533
3996,40,3.985982914253153e-05,3.942880752122249e-05
4062,64,5.563852306099598e-05,7.297992820515211e-05
4076,54,4.346073465890472e-05,6.0761492363036975e-05
4118,16,1.8350933958190888e-05,4.9075370928150374e-06
4362,64,4.863555566317433e-05,9.358866209849732e-06
4382,22,2.283204147052478e-05,7.865301941573108e-06
4504,54,5.015147690501552e-05,6.356396708521341e-05
4535,128,0.00010867142662996092,0.0011904171755868604
4548,38,3.1815178707529595e-05,4.139723607840381e-06
4599,80,7.590223371418859e-05,8.289825078033276e-05
4602,14,1.4278031049637282e-05,1.0431321049911898e-08
4605,150,0.00010783652958054983,3.134635116373388e-05
4606,108,8.228740064969583e-05,3.628320960528311e-05
4617,64,5.0991619049083445e-05,1.2384098304617624e-05
4618,412,0.00039149454569113344,0.0016138044036675436
4689,36,3.107815207700543e-05,3.877994503361584e-06
4699,60,5.865717320070757e-05,0.00012167013121111781
4708,42,3.846515507809532e-05,4.011553466362865e-05
4723,146,0.00011509343086130652,0.00015097808947847044
4735,330,0.00023772385363035953,0.0005328476587143252
4739,174,0.00013427391229770772,0.0001820333238400659
4753,186,0.0001415317518400244,0.00017320248926821715
4947,54,4.982133916246774e-05,3.4765253988976664e-05
5075,210,0.00016275717034799575,0.0004815849969651708
5083,38,3.375651686193011e-05,2.6516298213426733e-05
5084,34,3.0051324705161417e-05,3.956124450095383e-06
5088,50,4.169858504314053e-05,3.918668810995844e-05
5090,48,4.16733660715879e-05,3.3104238757829175e-05
5144,72,6.696173042319762e-05,0.00011030798712458792
5201,78,6.613026366642072e-05,9.243433427491519e-05
5202,138,0.00011755028896208317,0.0002814201535378179
5217,276,0.00020118586822326728,0.0004401537658554925
5222,172,0.0001368603364960042,0.00017848735245308797
5237,726,0.0007293808336482316,0.006572666401463135
5253,44,3.87599549861741e-05,1.1812323035368616e-05
5256,194,0.00014725317271892452,0.00011937658594809512
5286,146,0.00011444460613249343,0.0004956140683639263
5287,108,9.125855406385212e-05,0.00018484337702561848
5295,64,5.347903173321573e-05,0.00012327160189424638
5333,180,0.00014513535214577352,0.00017955303004435187
5351,48,4.299451948006799e-05,2.383189149970372e-05
5353,56,4.456627559622887e-05,2.388208676221118e-06
5382,192,0.0001480160469366869,0.00012615214017228568
5406,194,0.00016209528956100136,0.0003023398724702959
5410,298,0.0002145685734478619,0.00020962622622767928
5419,110,8.536643672443034e-05,9.381545931412254e-05
5424,48,4.006128171693272e-05,1.1332070631679441e-05
5430,56,4.297445489864815e-05,2.948136785501187e-06
5471,138,0.00010254641875681742,6.298673274115437e-05
5505,122,9.840603079259207e-05,0.00014598402528176707
5677,66,5.375763214279212e-05,0.00012239168072766192
5683,22,2.0576136715698764e-05,9.59351756872113e-06
6113,18,1.9330326508267163e-05,1.985423369241642e-06
6436,24,2.6823259696201444e-05,2.8187196591579658e-05
6888,10,1.13815958129293e-05,1.0778891550635627e-07
6889,26,5.174810870415038e-05,4.740789281368424e-05
6890,28,3.210431990170733e-05,2.8422219573832346e-05
6892,64,5.6038667157531403e-05,6.161508207959387e-05
6893,300,0.00026452980734442775,0.0007000716223817823
6894,100,8.147307022098544e-05,3.159957745332368e-05
6895,4,1.49272100097076e-05,2.5375453095392077e-05
6896,28,3.143349950198283e-05,2.1921829092282427e-05
6897,10,1.2434270910433538e-05,0.0
6898,76,6.429041552718063e-05,5.887502093004232e-05
6899,50,9.651205288551026e-05,0.0005024848535535811
6900,10,1.796698022229345e-05,0.0
6901,44,7.398021945387592e-05,4.2647985783700254e-05
6902,10,1.796698022229345e-05,0.0
6903,26,4.497448941072444e-05,0.00040652990046466896
6904,2,5.889376845656791e-06,0.0
6905,6,1.0665808603148842e-05,8.349224406746679e-07
6906,98,7.397036232132447e-05,5.4114500452348864e-05
6907,6,1.3703229553684462e-05,0.0
6908,18,2.714769632105544e-05,4.881404853178182e-06
6909,30,3.465350872205982e-05,1.381721172122559e-05
6910,2,5.889376845656791e-06,0.0
6912,162,0.00012177152322519129,0.0002031593907704733
6914,6,1.1635582961133234e-05,0.0
6915,4,9.371129707550987e-06,0.0
6916,4,8.942841116230146e-06,0.0
6918,72,6.37384806974526e-05,6.169039129584349e-05
6919,30,2.677466059211313e-05,9.505311391567194e-07
6920,56,5.264450105154456e-05,0.00012634080645100416
6921,144,0.00012692011869579723,5.4756623612065e-05
6922,2,5.889376845656791e-06,0.0
6923,4,7.313633169629943e-06,0.0
6925,6,1.3703229553684462e-05,0.0
6926,64,5.877734280631891e-05,5.513179025671973e-05
6927,32,5.2453592453738006e-05,0.00030371438031667487
6928,22,3.7026515033360545e-05,7.880800490478634e-06
6929,6,1.1673891763379342e-05,2.856723593241025e-07
6930,188,0.00013862603379319525,0.00010700456822214087
6931,74,5.7064826994404985e-05,7.86180360756593e-06
6932,6,1.021845939104582e-05,0.0
6933,6,1.021845939104582e-05,0.0
6934,162,0.00012308396703067148,0.0001289002800591891
6935,6,1.234227980232555e-05,0.0
6936,14,2.407012204458243e-05,1.9831410491527436e-06
6937,6,1.234227980232555e-05,0.0
6938,6,1.0016705036019899e-05,0.0
6939,6,1.0016705036019899e-05,0.0
6940,10,2.1056212493153058e-05,0.0
6941,26,2.6847623130120215e-05,7.5067027387930406e-06
6942,38,3.959797419176377e-05,2.1684686584631953e-05
6943,2,5.889376845656791e-06,0.0
6944,28,6.228825717433445e-05,0.0010643310445506706
6945,2,5.889376845656791e-06,0.0
6946,14,2.4012552931110877e-05,4.740570880926768e-06
6947,18,3.299793090577033e-05,2.3178856335865754e-05
6948,34,3.286611403134907e-05,8.37177888098764e-06
6949,26,2.2615298457744172e-05,9.584009754630863e-08
6950,12,2.1779839088515473e-05,0.0006975370866584345
6951,26,4.993119476755452e-05,8.499263575456991e-05
6952,14,2.473044662466931e-05,6.28994788839086e-06
6953,20,1.887549499873205e-05,7.185911536391438e-08
6954,14,1.4864883200594743e-05,2.2462169867735615e-06
6955,2,5.889376845656791e-06,0.0
6956,10,1.3487874123998992e-05,8.000003864614555e-07
6958,58,4.662478627819893e-05,7.136235762917223e-06
6959,36,3.286228916800151e-05,1.8456471512100913e-06
6961,2,5.889376845656791e-06,0.0
6962,20,3.43509100016053e-05,1.7710668850849463e-05
6963,2,5.889376845656791e-06,0.0
6964,20,1.929862409213822e-05,1.744875174729364e-07
6965,56,4.648128160646739e-05,5.061632643780245e-05
6966,68,5.30481626261335e-05,1.7136325357749097e-05
6967,8,1.2257687546529833e-05,1.0364035788624266e-05
6968,4,8.372334585729488e-06,0.0
6969,4,8.212419875173946e-06,0.0
6970,116,8.454326827686125e-05,5.112227366807465e-05
6971,6,1.008075511342793e-05,0.0
6972,6,1.2439811818508038e-05,7.4821452755606315e-06
6973,60,5.5900493569810263e-05,0.00012438850595322955
6974,6,8.853524361986786e-06,0.0
6975,2,5.889376845656791e-06,0.0
6976,118,9.651812741354903e-05,4.137930039283951e-05
6977,8,1.028729699075472e-05,0.0
6978,18,3.074030152526858e-05,9.736332778801675e-06
6979,8,1.1311945262359703e-05,2.6324480233882597e-08
6980,20,2.0960183099818967e-05,1.3922439061432033e-05
6981,14,2.6543920259270656e-05,1.74380565307277e-05
6982,36,6.498659424532996e-05,0.0003696569933294178
6983,30,5.089984934168609e-05,0.00023743593207280886
6984,2,5.889376845656791e-06,0.0
6985,6,1.3966967739110674e-05,4.551769646541293e-06
6986,144,0.00011230678819798732,0.00013176239688008956
6987,2,5.889376845656791e-06,0.0
6988,12,1.2993356631680265e-05,1.985089560816857e-08
6989,12,1.4007780145315431e-05,2.0976919521572782e-06
6990,6,1.3703229553684462e-05,0.0
6992,6,1.1203883353490694e-05,0.0
6993,16,2.5551844582651046e-05,4.379481858588655e-06
6994,2,5.889376845656791e-06,0.0
6995,60,4.9343557866712574e-05,5.1956999766620635e-05
6996,10,1.9260578642992827e-05,7.196875376021519e-06
6997,136,0.0001069974258781454,0.00012300904549959496
6998,168,0.0001400103207096518,0.0003144856816295202
6999,20,2.089141301918578e-05,3.812901201924981e-07
7000,60,4.9144031476843744e-05,2.316078728472679e-05
7001,62,5.123763012074283e-05,4.1489611588307005e-05
7002,4,1.0248403460568881e-05,0.0
7003,12,1.974605736165549e-05,1.9257423325307858e-05
7004,6,1.0731887972757747e-05,0.0
7005,96,7.002154752243088e-05,1.3210174001032106e-05
7006,10,1.8344620284886964e-05,1.0435467305988741e-05
7008,120,8.956502035819771e-05,2.4515469994945846e-05
7009,32,2.918940483921388e-05,8.023567134035287e-06
7010,14,1.692616499830344e-05,4.87364110933723e-06
7011,8,1.4324067917871262e-05,1.82720047590506e-08
7012,60,4.451146349294981e-05,1.8448507453436456e-06
7013,36,3.74369341564806e-05,5.027375304754441e-05
7014,20,2.5318640706972104e-05,2.506193045517997e-06
7016,4,7.313633169629943e-06,0.0
7017,2,5.889376845656791e-06,0.0
7018,6,8.840043348898293e-06,0.0
7019,6,1.3296570952875374e-05,0.0
7020,6,1.3296570952875374e-05,0.0
7021,2,5.889376845656791e-06,0.0
7022,2,5.889376845656791e-06,0.0
7023,16,2.773253283276722e-05,5.069343734722883e-06
7024,2,5.889376845656791e-06,0.0
7026,4,1.0248403460568881e-05,0.0
7027,2,5.889376845656791e-06,0.0
7028,206,0.0001566888274433906,0.00022566491789870216
7029,6,1.3064032102635758e-05,0.0
7030,18,3.1202876073197294e-05,1.4830216312759763e-05
7031,6,8.853524361986786e-06,0.0
7033,4,1.0248403460568881e-05,0.0
7034,4,1.0248403460568881e-05,0.0
7035,2,5.889376845656791e-06,0.0
7036,32,2.6159862693189758e-05,1.651631257644737e-06
7037,2,5.889376845656791e-06,0.0
7038,2,5.889376845656791e-06,0.0
7039,4,7.20456779646642e-06,0.0
7040,12,2.1868891592244592e-05,0.0
7041,12,2.1868891592244592e-05,0.0
7042,12,2.1868891592244592e-05,0.0
7043,12,2.1868891592244592e-05,0.0
7044,12,2.1868891592244592e-05,0.0
7045,18,3.677235176274227e-05,7.612635928617623e-05
7046,2,5.889376845656791e-06,0.0
7047,46,4.647245042522005e-05,0.00013043103552645935
7048,2,5.889376845656791e-06,0.0
7049,4,7.724318591283195e-06,0.0
7050,72,6.308930079791128e-05,7.743215680094751e-05
7051,6,1.0596921323581467e-05,0.0
7052,10,1.332973431497377e-05,4.267692984973885e-06
7053,6,9.617863197230202e-06,0.0
7054,2,5.889376845656791e-06,0.0
7055,4,1.0248403460568881e-05,0.0
7056,4,1.0248403460568881e-05,0.0
7057,2,5.889376845656791e-06,0.0
7058,34,3.235649150450046e-05,9.67337672294435e-06
7059,80,0.00011851437102670686,0.0003033513451364678
7060,64,4.881807723594705e-05,3.2613996446654903e-06
7061,2,5.889376845656791e-06,0.0
7062,2,5.889376845656791e-06,0.0
7063,6,1.3296570952875374e-05,0.0
7064,6,1.3296570952875374e-05,0.0
7065,32,3.70100400236268e-05,7.913596026191213e-05
7066,30,2.6413415316590387e-05,3.1077470108933453e-06
7067,18,1.8432359353244124e-05,1.5920087736690868e-07
7068,2,5.889376845656791e-06,0.0
7069,12,1.7536356353988462e-05,2.563677972224724e-07
7070,10,1.4338276751635176e-05,0.0
7071,10,1.4338276751635176e-05,0.0
7072,10,1.3538099605311315e-05,1.8438358910197559e-06
7073,40,3.377672943538239e-05,1.2466372476298939e-05
7074,94,7.937951484502649e-05,1.7112483442757416e-05
7075,4,7.457664969587576e-06,0.0
7076,76,5.662143866674147e-05,1.4547516049102227e-05
7077,2,5.889376845656791e-06,0.0
7078,20,2.265625855452325e-05,2.0996280040971662e-06
7079,4,7.553904138976294e-06,0.0
7080,78,6.401152710940068e-05,4.530920385914063e-05
7081,12,1.4203171544604096e-05,1.0904216397802995e-05
7082,214,0.00015915267940532843,0.0002938229472843028
1914,142,0.00010665631856603288,7.863382675326435e-05
3330,40,5.953731571500651e-05,0.0005300629085552788
4451,36,4.916434617230851e-05,3.4455165736278266e-05
4467,38,4.6575515487462734e-05,9.121805471683681e-06
5247,18,2.5954305175461537e-05,0.00011443204596641156
5964,32,4.387837319305821e-05,4.202443045426427e-05
9008,26,3.349250650482343e-05,9.022349938329095e-05
10487,54,4.7807690766960706e-05,3.17957249090781e-05
13479,4,1.0174284328374627e-05,0.0
13496,10,2.905528054931632e-05,0.00022865501924450632
13501,8,2.758465016437042e-05,0.00030359906015790534
13552,10,2.905528054931632e-05,0.00022865501924450632
15196,12,1.872402631578014e-05,2.0841119315778356e-05
16812,40,5.199644648409618e-05,7.42134564681356e-06
18778,76,0.00013068187287829797,0.0005939003016974493
18779,2,7.146580784048052e-06,0.0
18780,4,1.2399526006079833e-05,0.0
18781,8,1.8153485009380206e-05,2.9709539567387348e-05
18782,4,1.1811059419587488e-05,0.0
18783,10,2.917079061497368e-05,6.34386327384802e-05
18784,4,1.2345411830247843e-05,6.7024447979021496e-06
18785,4,8.855096047911873e-06,1.4801850630963041e-05
18786,12,2.5901732143957163e-05,0.00022251137715543535
18787,8,1.7599127705931752e-05,0.0
18788,8,1.7599127705931752e-05,0.0
18789,8,1.7599127705931752e-05,0.0
18790,2,7.146580784048052e-06,0.0
18791,2,7.146580784048052e-06,0.0
18792,8,1.570607869199644e-05,0.0
18793,12,2.1521933300477594e-05,0.0
18794,4,8.855096047911873e-06,1.4801850630963041e-05
18795,14,2.4043926492491772e-05,2.1687329185831853e-07
18796,10,1.8130511136776595e-05,0.0
18797,22,3.628635962081016e-05,6.593279399240171e-06
18798,2,7.146580784048052e-06,0.0
18799,2,7.146580784048052e-06,0.0
18800,2,7.146580784048052e-06,0.0
18801,2,7.146580784048052e-06,0.0
18802,2,7.146580784048052e-06,0.0
18803,16,2.732165057082259e-05,1.4224018565629208e-07
18804,4,1.0061804137512231e-05,0.0
18805,2,7.146580784048052e-06,0.0
18806,2,7.146580784048052e-06,0.0
18807,2,7.146580784048052e-06,0.0
18808,16,3.6937634791455446e-05,1.7332428693350667e-05
18809,28,4.454814125400206e-05,8.305289306595957e-06
18810,14,4.57049202369361e-05,0.0011210444530756994
18811,6,1.5522647462596458e-05,0.0
18812,6,1.5522647462596458e-05,0.0
18813,4,1.0166321481060521e-05,1.2388212522093176e-05
18814,10,1.8031708797618144e-05,0.0
18815,24,3.8414633775334536e-05,8.931354738097616e-07
18816,2,7.146580784048052e-06,0.0
18817,2,7.146580784048052e-06,0.0
18818,8,2.6027577004989744e-05,6.282394427295222e-05
18819,2,7.146580784048052e-06,0.0
18820,2,7.146580784048052e-06,0.0
18821,6,1.5833184421317843e-05,1.4964421382992763e-05
18822,4,1.2399526006079833e-05,0.0
18823,4,1.213058733647793e-05,0.0
18824,8,1.7983107460232868e-05,0.0002166226436418316
18825,8,2.0680823361486533e-05,0.0
18826,22,6.296803663630195e-05,0.00020300362476313662
18827,4,1.1811059419587488e-05,0.0
18828,10,2.2586829981081317e-05,0.0
18829,10,2.2586829981081317e-05,0.0
18830,10,2.2586829981081317e-05,0.0
18831,10,2.2586829981081317e-05,0.0
18832,10,2.2586829981081317e-05,0.0
18833,2,7.146580784048052e-06,0.0
18834,20,2.7594332595111005e-05,5.252735413416256e-05
18835,20,3.34783095727287e-05,3.9335521945404705e-06
18836,14,2.361623362265827e-05,5.958930232321966e-08
18837,8,2.420989468418468e-05,6.34386327384802e-05
18838,12,2.120014494530501e-05,0.0
18839,14,2.416849714181317e-05,0.0
18840,6,1.658732201108451e-05,0.0
18841,6,1.658732201108451e-05,0.0
18842,6,1.658732201108451e-05,0.0
18843,4,1.292362339391492e-05,3.931034307099217e-06
18844,8,1.7983107460232868e-05,5.861477387827607e-06
18845,2,7.146580784048052e-06,0.0
18846,2,7.146580784048052e-06,0.0
18847,4,1.2399526006079833e-05,0.0
18848,4,1.2399526006079833e-05,0.0
18849,4,1.2399526006079833e-05,0.0
18850,2,7.146580784048052e-06,0.0
18851,2,7.146580784048052e-06,0.0
18852,18,4.966478586113397e-05,0.00114633813779377
18853,2,7.146580784048052e-06,0.0
18854,2,7.146580784048052e-06,0.0
18855,2,7.146580784048052e-06,0.0
18856,24,3.982778927671106e-05,5.1831644720487235e-06
18857,4,1.0871554691031539e-05,0.0
18858,2,7.146580784048052e-06,0.0
18859,2,7.146580784048052e-06,0.0
18860,4,1.1811059419587488e-05,0.0
18861,12,3.0456719044928614e-05,0.0
18862,6,1.2966204874322765e-05,0.0
18863,4,1.103268410933955e-05,1.7886580660940182e-06
18864,4,1.1811059419587488e-05,0.0
18865,10,1.343351815182561e-05,0.0
18866,12,2.5901732143957163e-05,1.1745668213800033e-05
18867,2,7.146580784048052e-06,0.0
18868,6,1.4096652980198899e-05,0.0
18869,6,1.4096652980198899e-05,0.0
18870,2,7.146580784048052e-06,0.0
18871,2,7.146580784048052e-06,0.0
18872,18,3.0034820690922533e-05,6.59819939537801e-06
18873,2,7.146580784048052e-06,0.0
18874,2,7.146580784048052e-06,0.0
18875,2,7.146580784048052e-06,0.0
18876,6,2.035770998604166e-05,5.15369169242291e-05
18877,4,1.2399526006079833e-05,0.0
18878,4,1.2399526006079833e-05,0.0
18879,2,7.146580784048052e-06,0.0
18880,94,8.036686780686411e-05,0.0003274330591098607
18881,2,7.146580784048052e-06,0.0
18882,2,7.146580784048052e-06,0.0
18883,2,7.146580784048052e-06,0.0
18884,2,7.146580784048052e-06,0.0
18885,2,7.146580784048052e-06,0.0
18886,2,7.146580784048052e-06,0.0
18887,8,2.6634329270802907e-05,6.362935200784861e-05
18888,2,7.146580784048052e-06,0.0
18889,2,7.146580784048052e-06,0.0
18890,8,2.3312276178718797e-05,7.066189919058395e-05
18891,4,1.013152438752567e-05,0.0
18892,2,7.146580784048052e-06,0.0
18893,6,1.5536033326570976e-05,1.703290364303908e-08
18894,4,1.2399526006079833e-05,0.0
18895,2,7.146580784048052e-06,0.0
18896,2,7.146580784048052e-06,0.0
18897,4,1.292362339391492e-05,3.931034307099217e-06
18898,8,2.0680823361486533e-05,0.0
18899,8,2.0680823361486533e-05,0.0
18900,8,1.5183534276661341e-05,0.0
18901,6,1.5833184421317843e-05,1.4964421382992763e-05
18902,2,7.146580784048052e-06,0.0
18903,2,7.146580784048052e-06,0.0
18904,4,9.760019779121288e-06,0.0
18905,6,1.677775905346207e-05,0.0
18906,6,1.677775905346207e-05,0.0
18907,2,7.146580784048052e-06,0.0
18908,4,1.013152438752567e-05,0.0
18909,2,7.146580784048052e-06,0.0
18910,6,2.1344721924960503e-05,5.511700148700814e-05
18911,2,7.146580784048052e-06,0.0
18912,10,1.8734913542514003e-05,1.173769983743072e-08
18913,8,2.0272743474392733e-05,8.03307892750995e-06
18914,8,2.0272743474392733e-05,8.03307892750995e-06
18915,8,1.6167177257337043e-05,0.0
18916,2,7.146580784048052e-06,0.0
18917,2,7.146580784048052e-06,0.0
18918,2,7.146580784048052e-06,0.0
18919,2,7.146580784048052e-06,0.0
2952,20,1.7256628729845915e-05,8.166504976542823e-08
5147,26,2.6213092949367954e-05,1.3990167626495709e-05
5916,32,3.0413828525280713e-05,1.8048917470188523e-05
6861,32,2.7096850554377282e-05,1.6387562585178e-06
6862,26,3.2187647925579815e-05,3.318599925493963e-05
6863,10,1.2338721729377593e-05,0.0
6864,68,6.113939873269528e-05,5.604813095492081e-05
1038,148,0.00011356157603114816,0.00011767020149995937
4678,50,4.339905265934149e-05,6.962016125737253e-06
5345,100,7.892392891774103e-05,2.6789009393552092e-05
5939,76,6.348220639407665e-05,2.3809693050569887e-05
7136,24,2.3812042477826586e-05,1.5122326784203167e-05
8943,28,2.5773904187888684e-05,1.3198092756348676e-05
9085,8,1.094053608094172e-05,0.0
9086,16,2.2722809380134522e-05,4.025657703231749e-06
9642,16,1.6594020968984606e-05,4.525729020460728e-07
10475,10,1.1546853363231324e-05,4.028400959938584e-08
10477,16,1.7213441925522238e-05,4.4773102238677605e-07
12650,22,2.0856426888879865e-05,2.6700880923924388e-08
19553,6,8.767488676723798e-06,0.0
22386,6,8.462595887436721e-06,0.0
1148,96,7.645308985450924e-05,0.0001075164710863488
1289,108,8.9607951482988e-05,0.00010636892184516719
1290,42,3.8537665914944755e-05,7.735059433341139e-06
1866,32,2.7665226884622713e-05,1.0945770593889075e-06
2158,58,5.4187785086212364e-05,1.5861602281756263e-05
2229,162,0.00014509511383329702,0.0004569571331655042
2774,64,5.201916534850123e-05,2.496186107507971e-05
3988,50,4.1912661495879246e-05,3.2425146000913686e-05
4150,34,2.874755450495779e-05,7.823631474009847e-07
4167,120,9.956499737953062e-05,0.0001334297196914385
4241,82,6.989105530980606e-05,1.1566167319514242e-05
4252,56,4.8603680362688675e-05,3.741608900122871e-06
4329,8,1.1073611545627774e-05,0.0
5747,30,5.028610134803671e-05,0.0004638135047111864
6319,78,6.090012364954696e-05,2.6234280764481888e-05
8810,32,3.125556891753052e-05,1.8386668840347246e-05
10039,4,9.155048936745164e-06,0.0
10175,58,4.872707575817973e-05,3.0353084426092216e-06
10964,8,1.1786967270551919e-05,0.0
10965,8,1.1786967270551919e-05,0.0
11165,34,7.691193222757333e-05,0.0006359189029629099
12918,6,1.3224233975685652e-05,3.472750395560668e-05
13376,14,1.8541883711418235e-05,2.8890268425719712e-06
16334,4,8.191197264587816e-06,0.0
16560,2,6.493854116190266e-06,0.0
16561,6,9.465543916252026e-06,0.0
16562,4,8.87756520696702e-06,5.84811578549024e-06
16563,10,1.6018089768475962e-05,0.0
16564,10,1.6018089768475962e-05,0.0
16565,12,1.8990634236321722e-05,0.0
16566,10,1.6018089768475962e-05,0.0
16567,4,7.947938792436039e-06,0.0
16568,6,1.0588017947412229e-05,0.0
16569,2,6.493854116190266e-06,0.0
16570,10,2.3721202755808896e-05,5.3208669136314164e-05
16571,2,6.493854116190266e-06,0.0
16572,4,8.544253130843541e-06,1.5961268037091578e-06
16573,8,2.450862954731264e-05,5.0750906190784155e-05
16574,4,1.1692685162390058e-05,2.105715960943554e-06
16575,2,6.493854116190266e-06,0.0
16576,2,6.493854116190266e-06,0.0
16577,2,6.493854116190266e-06,0.0
16578,2,6.493854116190266e-06,0.0
16579,2,6.493854116190266e-06,0.0
16580,2,6.493854116190266e-06,0.0
16581,2,6.493854116190266e-06,0.0
16582,2,6.493854116190266e-06,0.0
16583,2,6.493854116190266e-06,0.0
16584,2,6.493854116190266e-06,0.0
16585,4,1.1270307167460147e-05,0.0
16586,4,1.1270307167460147e-05,0.0
16587,4,1.2539035133339837e-05,2.39514065756161e-06
16588,2,6.493854116190266e-06,0.0
16589,2,6.493854116190266e-06,0.0
16590,2,6.493854116190266e-06,0.0
16591,2,6.493854116190266e-06,0.0
16592,4,1.1448124912476494e-05,2.070834829154869e-06
16593,2,6.493854116190266e-06,0.0
16594,2,6.493854116190266e-06,0.0
16595,2,6.493854116190266e-06,0.0
16596,2,6.493854116190266e-06,0.0
16597,2,6.493854116190266e-06,0.0
16598,2,6.493854116190266e-06,0.0
16599,2,6.493854116190266e-06,0.0
16600,2,6.493854116190266e-06,0.0
16601,2,6.493854116190266e-06,0.0
16602,2,6.493854116190266e-06,0.0
16603,2,6.493854116190266e-06,0.0
16604,4,8.033113899830586e-06,0.0
16605,2,6.493854116190266e-06,0.0
16606,2,6.493854116190266e-06,0.0
675,256,0.00021094928117480646,0.0005204280026863502
803,198,0.00015241503223787116,0.0009806319526196958
808,168,0.00013348938475144423,0.00011905219192269811
1046,596,0.000567319231522878,0.0011273974096452143
1087,252,0.00020274643868823156,0.00022655876552193628
1110,192,0.000149823526413132,0.00019542707825988837
1111,314,0.0002662324931325035,0.001293371049213659
1114,222,0.00016623878779056632,0.00011018962909187916
1115,94,7.84540683662861e-05,0.00026052890426905037
1120,116,9.717427951657407e-05,0.00012441120428267023
1127,206,0.0001602299745799092,0.00014014394293405713
1154,186,0.00014541947240792217,9.14791528780443e-05
1165,166,0.00012465637461812635,4.403291040394919e-05
1170,176,0.00013283461345261596,5.844074499652421e-05
1173,64,5.050351820057688e-05,3.746326239562054e-06
1188,148,0.00012065725712162576,0.00026730542711362584
1190,196,0.0001609345542662399,0.0005285121457955262
